URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,17,6,0.10823863636363638,0.4204359774212715,7.87719298245614,52.338530066815146,24.08628921970852,7.87719298245614,235,449,2.690423162583519,6,7.9621380846325165
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,11,1,0.10224270353302611,0.4362749615975423,14.933333333333334,45.535714285714285,24.187619047619048,14.933333333333334,102,224,2.482142857142857,1,7.419642857142857
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,41,4,0.1768424036281179,0.34549319727891153,4.785714285714286,26.119402985074625,12.362046908315564,4.785714285714286,105,402,2.1343283582089554,30,6.63681592039801
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,0,0,0.0,0.3333333333333333,32.0,34.375,26.55,32.0,11,32,2.3125,0,7.1875
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,8,1,0.13933566433566433,0.4217948717948718,19.11111111111111,38.372093023255815,22.993281653746774,19.11111111111111,66,172,2.354651162790698,2,7.116279069767442
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,9,0,0.22261904761904763,0.3714285714285714,9.636363636363637,26.41509433962264,14.420583190394513,9.636363636363637,28,106,2.0377358490566038,4,6.40566037735849
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,4,0,0.11071428571428572,0.3666666666666667,12.181818181818182,26.865671641791046,15.618995929443692,12.181818181818182,36,134,2.082089552238806,9,6.776119402985074
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,11,3,0.12479338842975206,0.3951446280991735,6.956521739130435,21.875,11.532608695652174,6.956521739130435,35,160,1.96875,16,6.1875
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,15,6,0.2258452380952381,0.6042261904761906,6.576923076923077,30.994152046783626,15.028430049482683,6.576923076923077,53,171,1.9649122807017543,6,6.292397660818714
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,4,3,0.1083030303030303,0.29088403263403256,8.454545454545455,40.32258064516129,19.5108504398827,8.454545454545455,75,186,2.295698924731183,5,6.924731182795699
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,4,0,0.10706168831168832,0.4074675324675324,13.88888888888889,32.0,18.355555555555554,13.88888888888889,40,125,2.144,1,6.688
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,3,0,0.14444444444444446,0.2305555555555555,29.5,32.20338983050847,24.681355932203388,29.5,19,59,2.1016949152542375,1,6.796610169491525
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,4,2,0.325,0.3,9.8,34.69387755102041,17.79755102040816,9.8,17,49,2.183673469387755,2,7.122448979591836
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,4,0,0.2,0.2,15.0,40.0,22.0,15.0,24,60,2.283333333333333,1,6.9
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,6,1,0.18482142857142858,0.2897321428571428,14.625,41.88034188034188,22.602136752136754,14.625,49,117,2.3162393162393164,1,7.068376068376068
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,10,0,0.19900276052449967,0.4597929606625259,10.142857142857142,27.464788732394368,15.043058350100603,10.142857142857142,39,142,2.119718309859155,10,6.253521126760563
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,3,1,0.18571428571428572,0.35714285714285715,11.166666666666666,26.865671641791046,15.212935323383086,11.166666666666666,18,67,2.1791044776119404,1,6.776119402985074
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,3,1,0.1625,0.4328124999999999,7.8,35.8974358974359,17.47897435897436,7.8,56,156,2.2115384615384617,8,6.967948717948718
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,8,2,0.0988095238095238,0.2511904761904762,14.23076923076923,40.54054054054054,21.90852390852391,14.23076923076923,75,185,2.2756756756756755,4,7.021621621621621
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,10,6,0.3236363636363636,0.48045454545454547,14.428571428571429,36.633663366336634,20.424893917963228,14.428571428571429,37,101,2.405940594059406,3,7.2772277227722775
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,10,3,0.22423809523809526,0.4504761904761906,11.214285714285714,35.03184713375796,18.49845313921747,11.214285714285714,55,157,2.261146496815287,12,6.923566878980892
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,9,3,0.12135539064110491,0.2839406823335395,8.409090909090908,34.5945945945946,17.201474201474202,8.409090909090908,64,185,2.2486486486486488,9,6.7405405405405405
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,4,3,0.028571428571428564,0.42857142857142855,7.9,35.44303797468354,17.337215189873415,7.9,28,79,2.2911392405063293,1,7.063291139240507
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,3,0,0.2,0.175,9.8,32.6530612244898,16.98122448979592,9.8,16,49,2.204081632653061,2,6.775510204081633
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,3,2,0.13333333333333333,0.13333333333333333,11.8,42.3728813559322,21.669152542372885,11.8,25,59,2.3728813559322033,1,7.186440677966102
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,5,3,0.05363636363636363,0.3554545454545454,9.142857142857142,40.625,19.90714285714286,9.142857142857142,26,64,2.359375,3,7.34375
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,3,0,0.3,0.26,11.4,43.859649122807014,22.103859649122807,11.4,25,57,2.43859649122807,2,7.280701754385965
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,4,7,0.02380952380952382,0.3306547619047619,8.8,42.04545454545455,20.33818181818182,8.8,37,88,2.3863636363636362,4,7.284090909090909
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,9,0,0.20476190476190473,0.45854341736694676,8.352941176470589,36.61971830985916,17.989063794531898,8.352941176470589,52,142,2.2464788732394365,8,6.880281690140845
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,10,3,0.13690476190476192,0.5166666666666667,9.473684210526315,39.44444444444444,19.567251461988306,9.473684210526315,71,180,2.3833333333333333,12,7.277777777777778
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,6,3,0.13594738594738598,0.5878038628038629,10.882352941176471,31.891891891891895,17.10969793322735,10.882352941176471,59,185,2.1675675675675676,10,6.551351351351351
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,20,12,0.009166666666666656,0.5058333333333332,9.833333333333334,28.8135593220339,15.458757062146894,9.833333333333334,68,236,2.1271186440677967,11,6.389830508474576
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,7,1,0.17191558441558444,0.49751082251082257,9.736842105263158,29.18918918918919,15.570412517780937,9.736842105263158,54,185,2.108108108108108,14,6.864864864864865
Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,9,0,0.13187500000000002,0.4628571428571429,14.363636363636363,36.708860759493675,20.428998849252014,14.363636363636363,58,158,2.189873417721519,6,7.094936708860759
Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,24,4,0.16042240587695136,0.43420569329660236,12.264705882352942,43.4052757793765,22.26799266469178,12.264705882352942,181,417,2.446043165467626,6,7.247002398081535
Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,4,2,-0.017321428571428578,0.6683928571428571,28.75,25.217391304347824,21.586956521739133,28.75,29,115,2.1652173913043478,2,6.573913043478261
Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,5,0,0.0878517316017316,0.33968253968253964,11.466666666666667,38.372093023255815,19.935503875968994,11.466666666666667,66,172,2.3372093023255816,1,7.156976744186046
Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,2,1,0.1,0.475,43.0,27.906976744186046,28.362790697674416,43.0,12,43,2.0697674418604652,1,6.441860465116279
Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,7,2,0.18487554112554114,0.39779942279942276,10.692307692307692,35.25179856115108,18.37764250138351,10.692307692307692,49,139,2.273381294964029,4,7.093525179856115
Netclan20241092,https://insights.blackcoffer.com/medical-classification/,4,2,0.03293650793650794,0.27142857142857146,12.0,29.166666666666668,16.46666666666667,12.0,42,144,2.173611111111111,5,6.8125
Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,1,0,0.2,0.37500000000000006,19.666666666666668,35.59322033898305,22.10395480225989,19.666666666666668,21,59,2.3389830508474576,2,7.406779661016949
Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,2,5,0.07272727272727274,0.4636363636363637,10.333333333333334,38.70967741935484,19.617204301075272,10.333333333333334,36,93,2.4516129032258065,5,7.064516129032258
Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,1,0,0.0036363636363636346,0.15545454545454546,9.916666666666666,21.008403361344538,12.370028011204482,9.916666666666666,25,119,1.9579831932773109,11,6.243697478991597
Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,2,0,-0.06666666666666667,0.3,11.333333333333334,38.23529411764706,19.827450980392157,11.333333333333334,13,34,2.323529411764706,0,6.9411764705882355
Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,9,1,0.15,0.4068181818181818,22.25,34.831460674157306,22.832584269662924,22.25,31,89,2.292134831460674,1,6.977528089887641
Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,5,5,0.05490196078431371,0.3313725490196079,8.235294117647058,30.0,15.294117647058824,8.235294117647058,42,140,2.2214285714285715,1,6.978571428571429
Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,10,2,0.13626373626373625,0.4036630036630036,12.846153846153847,28.143712574850298,16.39594656840166,12.846153846153847,47,167,2.197604790419162,0,6.850299401197605
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,1,0,-0.05,0.25,14.75,24.576271186440678,15.730508474576272,14.75,29,118,2.152542372881356,0,6.466101694915254
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,2,0,-0.06666666666666667,0.16666666666666666,24.5,30.612244897959183,22.044897959183675,24.5,15,49,2.1020408163265305,2,6.224489795918367
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,2,1,0.15833333333333333,0.37222222222222223,9.1,38.46153846153847,19.024615384615387,9.1,35,91,2.2747252747252746,0,6.846153846153846
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,3,1,0.1216200466200466,0.44428904428904425,10.153846153846153,37.121212121212125,18.910023310023313,10.153846153846153,49,132,2.303030303030303,2,7.2272727272727275
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,1,0,0.03363636363636364,0.23853146853146856,9.0,25.252525252525253,13.701010101010102,9.0,25,99,2.1313131313131315,1,6.515151515151516
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,6,1,0.2041666666666667,0.45972222222222214,36.0,15.277777777777779,20.511111111111113,36.0,11,72,1.875,3,6.277777777777778
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,1,5,-0.3625,0.65,33.666666666666664,20.792079207920793,21.783498349834986,33.666666666666664,21,101,1.9108910891089108,2,6.465346534653466
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,15,2,0.1351078167115903,0.3973495058400719,12.129032258064516,39.09574468085106,20.489910775566234,12.129032258064516,147,376,2.2606382978723403,3,6.954787234042553
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,15,1,0.11026504941599284,0.5003054806828392,11.909090909090908,34.605597964376585,18.605875549386997,11.909090909090908,136,393,2.2213740458015265,1,6.857506361323155
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,1,0,-0.1,0.7,10.666666666666666,40.625,20.516666666666666,10.666666666666666,13,32,2.25,0,6.96875
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,4,2,0.053125,0.24022435897435904,8.5,30.252100840336134,15.500840336134454,8.5,36,119,2.0756302521008405,3,6.361344537815126
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,4,2,0.11520146520146518,0.3098901098901099,10.714285714285714,40.0,20.28571428571429,10.714285714285714,30,75,2.2666666666666666,2,6.906666666666666
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,2,4,0.0383030303030303,0.3489545454545455,11.727272727272727,26.356589147286826,15.233544749823821,11.727272727272727,34,129,2.0697674418604652,1,6.51937984496124
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,1,1,0.07421875,0.3841145833333333,11.444444444444445,39.80582524271845,20.500107874865158,11.444444444444445,41,103,2.378640776699029,4,7.242718446601942
Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,6,1,0.11169217687074828,0.3848639455782313,12.923076923076923,40.476190476190474,21.359706959706962,12.923076923076923,68,168,2.5357142857142856,4,7.6726190476190474
Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,1,0,0.1353174603174603,0.4681216931216931,7.285714285714286,25.49019607843137,13.110364145658265,7.285714285714286,26,102,2.0784313725490198,8,6.607843137254902
Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,4,2,0.0808080808080808,0.3781565656565657,9.066666666666666,28.676470588235293,15.097254901960785,9.066666666666666,39,136,2.088235294117647,8,6.330882352941177
Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,3,2,-0.07083333333333333,0.24583333333333335,11.25,32.592592592592595,17.537037037037038,11.25,44,135,2.3407407407407406,7,6.762962962962963
Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,1,0,-0.2,0.4,13.0,46.15384615384615,23.661538461538463,13.0,6,13,2.3846153846153846,0,7.384615384615385
Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,16,2,0.1531746031746032,0.4218253968253967,9.433333333333334,31.448763250883395,16.35283863368669,9.433333333333334,89,283,2.176678445229682,3,6.657243816254417
Netclan20241122,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,6,0,0.3272727272727272,0.43636363636363634,10.333333333333334,20.64516129032258,12.391397849462365,10.333333333333334,32,155,1.903225806451613,5,5.941935483870968
Netclan20241123,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,1,0,-0.07916666666666668,0.5041666666666667,10.266666666666667,31.16883116883117,16.574199134199134,10.266666666666667,48,154,2.116883116883117,0,6.5064935064935066
Netclan20241124,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,5,0,0.11666666666666665,0.3888888888888889,11.5,30.434782608695656,16.773913043478263,11.5,21,69,2.1884057971014492,0,6.507246376811594
